strain_entity_id,assembly_stem,assembly_accessions,n_supporting_records,n_supporting_sources,supporting_sources,identity_status,lineage_95_block,outer_fold
STRAIN_000317,ASM000829295,GCA_000829295;GCA_000829295.1;GCF_000829295;GCF_000829295.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000318,ASM000830535,GCA_000830535;GCA_000830535.1;GCF_000830535;GCF_000830535.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000319,ASM000832905,GCA_000832905;GCA_000832905.1;GCF_000832905;GCF_000832905.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0022,5
STRAIN_000320,ASM000835975,GCA_000835975;GCA_000835975.1;GCF_000835975;GCF_000835975.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0008,5
STRAIN_000321,ASM000836595,GCA_000836595;GCA_000836595.1;GCF_000836595;GCF_000836595.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000322,ASM000836675,GCA_000836675;GCA_000836675.1;GCF_000836675;GCF_000836675.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000323,ASM000875905,GCA_000875905;GCA_000875905.1;GCF_000875905;GCF_000875905.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0009,4
STRAIN_000324,ASM000876545,GCA_000876545;GCA_000876545.1;GCF_000876545;GCF_000876545.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0022,5
STRAIN_000325,ASM000931425,GCA_000931425;GCA_000931425.2;GCF_000931425;GCF_000931425.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000326,ASM000932035,GCA_000932035;GCA_000932035.1;GCF_000932035;GCF_000932035.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000327,ASM000934625,GCA_000934625;GCA_000934625.1;GCF_000934625;GCF_000934625.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0010,4
STRAIN_000328,ASM000940535,GCA_000940535;GCA_000940535.1;GCF_000940535;GCF_000940535.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0020,3
STRAIN_000329,ASM000949485,GCA_000949485;GCA_000949485.1;GCF_000949485;GCF_000949485.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000332,ASM000961015,GCA_000961015;GCA_000961015.1;GCF_000961015;GCF_000961015.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0017,3
STRAIN_000333,ASM000966835,GCA_000966835;GCA_000966835.2;GCF_000966835;GCF_000966835.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0005,4
STRAIN_000334,ASM000971665,GCA_000971665;GCA_000971665.1;GCF_000971665;GCF_000971665.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000335,ASM001005625,GCA_001005625;GCA_001005625.1;GCF_001005625;GCF_001005625.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000336,ASM001005695,GCA_001005695;GCA_001005695.1;GCF_001005695;GCF_001005695.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000337,ASM001005805,GCA_001005805;GCA_001005805.1;GCF_001005805;GCF_001005805.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000338,ASM001006025,GCA_001006025;GCA_001006025.1;GCF_001006025;GCF_001006025.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0017,3
STRAIN_000339,ASM001008015,GCA_001008015;GCA_001008015.1;GCF_001008015;GCF_001008015.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0007,3
STRAIN_000340,ASM001010175,GCA_001010175;GCA_001010175.1;GCF_001010175;GCF_001010175.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0001,1
STRAIN_000341,ASM001010185,GCA_001010185;GCA_001010185.1;GCF_001010185;GCF_001010185.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0005,4
STRAIN_000342,ASM001010245,GCA_001010245;GCA_001010245.1;GCF_001010245;GCF_001010245.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0005,4
STRAIN_000343,ASM001010915,GCA_001010915;GCA_001010915.1;GCF_001010915;GCF_001010915.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0016,4
STRAIN_000344,ASM001010995,GCA_001010995;GCA_001010995.2;GCF_001010995;GCF_001010995.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0009,4
STRAIN_000345,ASM001013375,GCA_001013375;GCA_001013375.1;GCF_001013375;GCF_001013375.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0018,5
STRAIN_000346,ASM001020245,GCA_001020245;GCA_001020245.1;GCF_001020245;GCF_001020245.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000347,ASM001020355,GCA_001020355;GCA_001020355.1;GCF_001020355;GCF_001020355.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000348,ASM001020415,GCA_001020415;GCA_001020415.1;GCF_001020415;GCF_001020415.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000349,ASM001025135,GCA_001025135;GCA_001025135.1;GCF_001025135;GCF_001025135.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0013,2
STRAIN_000350,ASM001025175,GCA_001025175;GCA_001025175.1;GCF_001025175;GCF_001025175.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0012,4
STRAIN_000351,ASM001025195,GCA_001025195;GCA_001025195.1;GCF_001025195;GCF_001025195.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0082,4
STRAIN_000352,ASM001025215,GCA_001025215;GCA_001025215.1;GCF_001025215;GCF_001025215.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0020,3
STRAIN_000353,ASM001039495,GCA_001039495;GCA_001039495.1;GCF_001039495;GCF_001039495.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0022,5
STRAIN_000354,ASM001042595,GCA_001042595;GCA_001042595.1;GCF_001042595;GCF_001042595.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0023,5
STRAIN_000355,ASM001050555,GCA_001050555;GCA_001050555.1;GCF_001050555;GCF_001050555.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000356,ASM001051015,GCA_001051015;GCA_001051015.2;GCF_001051015;GCF_001051015.2,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0002,5
STRAIN_000357,ASM001067215,GCA_001067215;GCA_001067215.1;GCF_001067215;GCF_001067215.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0003,3
STRAIN_000358,ASM001191565,GCA_001191565;GCA_001191565.1;GCF_001191565;GCF_001191565.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000359,ASM001244395,GCA_001244395;GCA_001244395.1;GCF_001244395;GCF_001244395.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0004,1
STRAIN_000360,ASM001263975,GCA_001263975;GCA_001263975.1;GCF_001263975;GCF_001263975.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
STRAIN_000361,ASM001263985,GCA_001263985;GCA_001263985.1;GCF_001263985;GCF_001263985.1,5,5,/root/autodl-tmp/axw/00_5_identity_rescue/02_registry_all_accession_candidates.csv;/root/autodl-tmp/axw/00_5_identity_rescue/04_registry_genome_identity_resolved.csv;/root/autodl-tmp/axw/00_audit_manifest/06_registry_from_excel.csv;/root/autodl-tmp/axw/00_audit_manifest/09_registry_genome_match.csv;/root/autodl-tmp/axw/00_audit_manifest/10_registry_unmatched.csv,UNAMBIGUOUS,ANI95_0011,2
